transaction_id,customer_id,amount,payment_method,failure_reason,previous_failures,previous_successes,retry_count,customer_status
TXN0435,CUST0129,499,upi,timeout,4,0,0,active
TXN0436,CUST0238,799,netbanking,bank_error,2,11,2,inactive
TXN0437,CUST0035,799,card,timeout,0,6,1,active
TXN0438,CUST0291,12999,card,bank_error,2,0,3,inactive
TXN0439,CUST0069,5999,netbanking,insufficient_funds,0,12,3,active
TXN0440,CUST0026,3499,upi,timeout,0,11,3,active
TXN0441,CUST0062,799,upi,timeout,4,2,1,active
TXN0442,CUST0055,5999,netbanking,bank_error,4,9,2,active
TXN0443,CUST0093,12999,card,insufficient_funds,3,2,3,active
TXN0444,CUST0072,799,card,bank_error,0,8,2,active
TXN0445,CUST0248,4999,upi,timeout,1,12,3,active
TXN0446,CUST0151,8999,upi,bank_error,3,8,2,active
TXN0447,CUST0104,8999,upi,bank_error,3,5,2,active
TXN0448,CUST0168,1299,netbanking,bank_error,0,4,1,active
TXN0449,CUST0052,499,card,expired_card,2,0,1,inactive
TXN0450,CUST0259,4999,upi,timeout,1,2,2,active
TXN0451,CUST0294,8999,netbanking,timeout,2,11,2,inactive
TXN0452,CUST0021,4999,netbanking,bank_error,1,3,1,active
TXN0453,CUST0223,499,upi,bank_error,1,12,1,active
TXN0454,CUST0231,2499,upi,insufficient_funds,4,7,1,active
TXN0455,CUST0033,3499,netbanking,bank_error,0,0,0,active
TXN0456,CUST0199,12999,card,expired_card,3,6,0,active
TXN0457,CUST0257,2499,upi,insufficient_funds,0,7,3,active
TXN0458,CUST0057,799,netbanking,bank_error,4,4,3,active
TXN0459,CUST0070,2499,netbanking,bank_error,0,4,0,active
TXN0460,CUST0041,5999,card,timeout,0,8,3,active
TXN0461,CUST0019,799,upi,bank_error,3,4,1,active
TXN0462,CUST0249,1299,netbanking,timeout,1,7,2,active
TXN0463,CUST0121,3499,upi,insufficient_funds,4,6,1,active
TXN0464,CUST0035,1299,netbanking,bank_error,0,7,1,active
TXN0465,CUST0003,1299,card,insufficient_funds,3,10,1,active
TXN0466,CUST0163,12999,netbanking,insufficient_funds,1,9,3,active
TXN0467,CUST0252,2499,upi,timeout,3,4,2,active
TXN0468,CUST0013,12999,netbanking,timeout,1,11,3,active
TXN0469,CUST0160,799,netbanking,timeout,3,7,1,inactive
TXN0470,CUST0050,12999,netbanking,bank_error,4,3,3,active
TXN0471,CUST0289,499,card,bank_error,4,7,1,active
TXN0472,CUST0063,24999,upi,bank_error,4,11,0,active
TXN0473,CUST0085,12999,upi,timeout,1,9,2,active
TXN0474,CUST0228,2499,netbanking,bank_error,3,11,0,inactive
TXN0475,CUST0003,499,card,expired_card,1,0,2,inactive
TXN0476,CUST0206,24999,netbanking,bank_error,1,10,0,active
TXN0477,CUST0052,5999,card,expired_card,1,4,1,active
TXN0478,CUST0188,5999,netbanking,insufficient_funds,3,6,3,active
TXN0479,CUST0112,4999,netbanking,insufficient_funds,4,2,1,active
TXN0480,CUST0156,3499,netbanking,bank_error,1,10,0,inactive
TXN0481,CUST0267,24999,upi,timeout,0,6,0,active
TXN0482,CUST0170,2499,upi,insufficient_funds,4,11,1,active
TXN0483,CUST0006,24999,card,bank_error,1,7,1,inactive
TXN0484,CUST0027,12999,upi,bank_error,3,8,2,inactive
TXN0485,CUST0043,2499,card,insufficient_funds,2,10,2,active
TXN0486,CUST0066,799,netbanking,bank_error,2,5,3,active
TXN0487,CUST0263,499,card,insufficient_funds,0,7,0,active
TXN0488,CUST0147,5999,card,expired_card,4,1,2,active
TXN0489,CUST0069,3499,card,expired_card,1,8,0,active
TXN0490,CUST0165,5999,card,timeout,1,10,3,active
TXN0491,CUST0051,499,card,insufficient_funds,0,11,3,active
TXN0492,CUST0077,4999,upi,timeout,2,4,1,active
TXN0493,CUST0072,4999,card,timeout,2,4,3,active
TXN0494,CUST0153,12999,card,expired_card,4,11,2,active
TXN0495,CUST0202,8999,netbanking,timeout,1,0,0,active
TXN0496,CUST0073,12999,netbanking,bank_error,0,0,1,active
TXN0497,CUST0222,5999,netbanking,bank_error,0,7,0,active
TXN0498,CUST0091,12999,card,insufficient_funds,1,11,2,active
TXN0499,CUST0082,12999,upi,bank_error,0,10,0,active
TXN0500,CUST0132,499,upi,timeout,1,5,0,active
