transaction_id,amount,failure_reason,ai_action,approved_action,confidence,reason,result,recovered_amount
TXN0172,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0173,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0174,24999,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0175,5999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0176,5999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0177,5999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0178,799,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,799
TXN0179,12999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0180,8999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0181,1299,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0182,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0183,499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0184,799,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0185,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0186,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0187,799,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,799
TXN0188,12999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0189,5999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0190,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0191,2499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,2499
TXN0192,5999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0193,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0194,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0195,24999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0196,5999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,5999
TXN0197,8999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0198,499,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0199,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0200,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0201,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0202,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0203,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0204,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0205,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0206,499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0207,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0208,1299,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0209,499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0210,4999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0211,12999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",CUSTOMER_DID_NOT_UPDATE,0
TXN0212,8999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0213,1299,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0214,2499,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0215,499,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0216,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0217,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0218,1299,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0219,2499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0220,4999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0221,12999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0222,1299,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0223,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0224,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0225,8999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0226,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0227,799,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0228,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0229,799,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0230,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0231,2499,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0232,4999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,4999
TXN0233,1299,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0234,3499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",CUSTOMER_DID_NOT_UPDATE,0
TXN0235,2499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",CUSTOMER_DID_NOT_UPDATE,0
TXN0236,8999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0237,3499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,3499
TXN0238,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0239,499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0240,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0241,499,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0242,2499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,2499
TXN0243,5999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0244,499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0245,3499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0246,499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0247,12999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0248,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0249,1299,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0250,3499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0251,4999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0252,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0253,499,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0254,12999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0255,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0256,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0257,8999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0258,499,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0259,799,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0260,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0261,4999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0262,2499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0263,499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",CUSTOMER_DID_NOT_UPDATE,0
TXN0264,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0265,3499,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0266,499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0267,12999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,12999
TXN0268,2499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0269,3499,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0270,499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0271,12999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0272,2499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0273,4999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0274,5999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0275,2499,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0276,8999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0277,1299,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0278,3499,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0279,1299,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0280,5999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0281,1299,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0282,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0283,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0284,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0285,4999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0286,1299,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,1299
TXN0287,499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0288,2499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0289,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0290,3499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,3499
TXN0291,5999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0292,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0293,5999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0294,12999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0295,499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0296,5999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0297,24999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0298,5999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0299,5999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0300,799,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0301,799,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0302,2499,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0303,499,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0304,12999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0305,799,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0306,2499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0307,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0308,799,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0309,799,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0310,2499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0311,499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0312,3499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0313,4999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0314,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0315,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0316,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0317,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0318,3499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0319,12999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0320,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0321,5999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0322,4999,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0323,4999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0324,499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0325,8999,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0326,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0327,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0328,4999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0329,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0330,499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0331,499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0332,4999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0333,8999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0334,5999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0335,499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0336,2499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0337,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0338,5999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0339,799,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0340,24999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",CUSTOMER_DID_NOT_UPDATE,0
TXN0341,8999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0342,5999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0343,499,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
